nombre,url,gif_url,tipo_ejercicio,grupo_muscular,musculos_involucrados,equipamiento,dificultad_actual,dificultad_maxima,instrucciones
Elevaciones Laterales en Máquina,https://fitcron.com/exercise/elevaciones-laterales-en-maquina-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/33431301-Lever-Lateral-Raise-VERSION-2_Shoulders_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Máquina,1,3,"[""Con la espalda recta coge un agarre con cada mano y sin balanceo ni impulso, eleva los soportes hacia el lateral y flexiona ligeramente los codos, hasta que los brazos queden paralelos al suelo y las manos mirando hacia abajo."",""Aprieta los hombros y aguanta durante uno o dos segundos."",""Desciende de forma controlada sin descansar abajo.""]"
Elevaciones Laterales en Supinación con Mancuernas,https://fitcron.com/exercise/elevaciones-laterales-en-supinacion-con-mancuernas-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/03111301-Dumbbell-Full-Can-Lateral-Raise_Shoulders_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Mancuernas,1,3,"[""De pie con la espalda recta y las piernas ligeramente separadas, agarra una mancuerna en cada mano con las palmas hacia delante."",""Sin balanceo ni impulso, eleva las pesas hacia el lateral, hasta que los brazos queden paralelos al suelo."",""Aprieta los hombros y aguanta durante uno o dos segundos."",""Desciende de forma controlada sin descansar abajo.""]"
Elevaciones Laterales Horizontales con Mancuernas,https://fitcron.com/exercise/elevaciones-laterales-horizontales-con-mancuernas-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/04081301-Dumbbell-Side-Lying-One-Hand-Raise_Shoulders_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Mancuernas,2,3,"[""Tumbado de lado en un banco o el suelo, pon la mano de abajo sujetando la cabeza (o en alguna postura cómoda) y agarra una mancuerna con la otra, con el brazo estirado sobre la pierna y la palma hacia el suelo."",""Sin balanceo ni impulso, eleva la pesa hacia arriba con el brazo estirado hasta alcanzar un ángulo aproximado de 90º con el torso."",""Aprieta los hombros y aguanta durante uno o dos segundos."",""Desciende de forma controlada sin descansar abajo.""]"
Elevaciones Laterales Neutras con Mancuernas,https://fitcron.com/exercise/elevaciones-laterales-neutras-con-mancuernas-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/03341301-Dumbbell-Lateral-Raise_shoulder-AFIX_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Mancuernas,1,3,"[""De pie con la espalda recta y las piernas ligeramente separadas, agarra una mancuerna en cada mano con las palmas hacia el cuerpo."",""Sin balanceo ni impulso, eleva las pesas hacia el lateral y flexiona ligeramente los codos, hasta que los brazos queden paralelos al suelo y las manos mirando hacia abajo."",""Aprieta los hombros y aguanta durante uno o dos segundos."",""Desciende de forma controlada sin descansar abajo.""]"
Encogimiento Aislado con Mancuerna,https://fitcron.com/exercise/encogimiento-aislado-con-mancuerna-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/40531301-Dumbbell-Seated-Gittleson-Shrug_Back_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Mancuernas,2,3,"[""Sentado con la espalda recta, coge una mancuerna con una mano con agarre neutro o martillo (palma hacia el interior) al lado del cuerpo."",""Encoge el hombro sin flexionar los brazos, subiendo y bajando el peso exclusivamente con el trapecio e inclinando el cuello para mayor congestión."",""Termina la serie y cambia de brazo.""]"
Encogimientos con Banda,https://fitcron.com/exercise/encogimientos-con-banda-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/10181301-Band-shrug_Back_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Bandas,1,3,"[""De pie con las piernas ligeramente separadas y la espalda recta, coge un extremo de la banda con cada mano a los lados del cuerpo y las palmas hacia dentro."",""Encoge los hombros sin flexionar los brazos, subiendo y bajando el peso exclusivamente con el trapecio.""]"
Encogimientos con Mancuernas,https://fitcron.com/exercise/encogimientos-con-mancuernas-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/04061301-Dumbbell-Shrug_Back-FIX_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Mancuernas,1,3,"[""De pie con las piernas ligeramente separadas y la espalda recta, coge una mancuerna con cada mano a los lados del cuerpo y las palmas hacia dentro."",""Encoge los hombros sin flexionar los brazos, subiendo y bajando el peso exclusivamente con el trapecio.""]"
Encogimientos Concentrados en Máquina,https://fitcron.com/exercise/encogimientos-concentrados-en-maquina-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/14391301-Lever-Gripless-Shrug-VERSION-2_Back_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Máquina,1,3,"[""De pie con las piernas ligeramente separadas y la espalda recta, pon los hombros bajo los soportes acolchados."",""Encoge los hombros subiendo y bajando el peso exclusivamente con el trapecio.""]"
Encogimientos Declinados con Mancuernas,https://fitcron.com/exercise/encogimientos-declinados-con-mancuernas-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/03041301-Dumbbell-Decline-Shrug-II_Back_720.gif,Fuerza,Hombro,"Trapecio, Deltoides","Banco Inclinable, Mancuernas",2,3,"[""Tumbado en un banco inclinado con el pecho apoyado en el respaldo y los pies en el suelo, coge una mancuerna con cada mano a los lados del cuerpo y las palmas hacia dentro."",""Encoge los hombros sin flexionar los brazos, subiendo y bajando el peso exclusivamente con el trapecio.""]"
Encogimientos Delanteros con Barra,https://fitcron.com/exercise/encogimientos-delanteros-con-barra-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/00951301-Barbell-Shrug_Back_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Barra Larga,1,3,"[""De pie con las piernas ligeramente separadas y la espalda recta, coge una barra por delante del cuerpo con las manos en pronación (palmas hacia atrás) a una anchura algo superior a la de los hombros."",""Encoge los hombros sin flexionar los brazos, subiendo y bajando el peso exclusivamente con el trapecio.""]"
Encogimientos en Máquina,https://fitcron.com/exercise/encogimientos-en-maquina-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/06041301-Lever-Shrug-plate-loaded_Back_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Máquina,1,3,"[""De pie con las piernas ligeramente separadas y la espalda recta, agarra los soportes con los brazos extendidos."",""Encoge los hombros subiendo y bajando el peso exclusivamente con el trapecio.""]"
Encogimientos en Paralelas,https://fitcron.com/exercise/encogimientos-en-paralelas-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/41761301-Shrug-on-parallel-bars_Back_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Otro,2,3,"[""Estira los brazos sobre las barras paralelas y flexiona las piernas."",""Con los brazos bien estirados, encoge los hombros y deja caer el cuerpo, subiendo y bajando el peso con el trapecio.""]"
Encogimientos en Polea,https://fitcron.com/exercise/encogimientos-en-polea-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/02201301-Cable-Shrug_Back_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Polea,1,3,"[""De pie con las piernas ligeramente separadas y la espalda recta, coge la barra por delante del cuerpo con las manos en pronación (palmas hacia atrás) a una anchura algo inferior a la de los hombros."",""Encoge los hombros sin flexionar los brazos, subiendo y bajando el peso exclusivamente con el trapecio.""]"
Encogimientos en Press Militar con Barra,https://fitcron.com/exercise/encogimientos-en-press-militar-con-barra-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/29281301-Barbell-Overhead-Shrug_Back_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Barra Larga,2,3,"[""De pie con las piernas ligeramente separadas y la espalda recta, coge una barra con las manos en pronación (palmas hacia atrás) a una anchura superior a la de los hombros y súbela sobre la cabeza volteando los brazos (palmas que queden hacia delante) y estirando bien."",""Encoge los hombros sin flexionar los brazos, subiendo y bajando el peso exclusivamente con el trapecio.""]"
Encogimientos Horizontales en Polea,https://fitcron.com/exercise/encogimientos-horizontales-en-polea-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/42261301-Cable-Lying-Shrug_Back_720.gif,Fuerza,Hombro,"Trapecio, Deltoides","Banco Plano, Polea",1,3,"[""Tumbado hacia arriba con los pies hacia la polea, coge la barra con las manos en pronación a la anchura de los hombros."",""Encoge los hombros y vuelve a bajar, todo con los brazos estirados moviendo el peso con el trapecio.""]"
Encogimientos Inclinados con Mancuernas,https://fitcron.com/exercise/encogimientos-inclinados-con-mancuernas-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/03291301-Dumbbell-Incline-Shrug_Back_720.gif,Fuerza,Hombro,"Trapecio, Deltoides","Banco Plano, Mancuernas",1,3,"[""Sentado en un banco inclinado, coge una mancuerna con cada mano a los lados del cuerpo y las palmas hacia dentro."",""Encoge los hombros sin flexionar los brazos, subiendo y bajando el peso exclusivamente con el trapecio.""]"
Encogimientos Laterales con Mancuernas,https://fitcron.com/exercise/encogimientos-laterales-con-mancuernas-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/03761301-Dumbbell-Raise_Shoulders_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Mancuernas,2,3,"[""De pie con las piernas ligeramente separadas y la espalda recta, coge una con cada mano a los lados del cuerpo y las palmas hacia dentro."",""Flexiona los codos hacia fuera subiendo las mancuernas a los costados del pecho, y baja de forma controlada.""]"
Encogimientos Libres en Banco,https://fitcron.com/exercise/encogimientos-libres-en-banco-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/30121301-Scapula-Dips_Back_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Banco Plano,2,3,"[""Ponte en el lateral de un banco y apoya las manos en él a la anchura de los hombros, de espaldas (como si fueses a hacer fondos entre bancos)."",""Apoya los pies en el suelo con las rodillas flexionadas a 90°."",""Con la espalda y los brazos rectos, deja caer el peso cargándolo en el trapecio y encoge los hombros todo lo que puedas.""]"
Encogimientos Sentado con Barra,https://fitcron.com/exercise/encogimientos-sentado-con-barra-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/40161301-Barbell-Seated-Shrug_Back_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Barra Larga,1,3,"[""Sentado en un banco o similar, con las piernas juntas y el cuerpo ligeramente inclinado hacia delante, coge una barra por detrás de las piernas con las manos en pronación (palmas hacia atrás) a una anchura algo superior a la de los hombros."",""Encoge los hombros sin flexionar los brazos, subiendo y bajando el peso exclusivamente con el trapecio.""]"
Encogimientos Traseros con Barra,https://fitcron.com/exercise/encogimientos-traseros-con-barra-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/37301301-Barbell-Behind-The-Back-Shrug_Back_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Barra Larga,1,3,"[""De pie con las piernas ligeramente separadas y la espalda recta, coge una barra por detrás del cuerpo con las manos en pronación (palmas hacia atrás) a una anchura algo superior a la de los hombros."",""Encoge los hombros sin flexionar los brazos, subiendo y bajando el peso exclusivamente con el trapecio.""]"
Extensión Concentrada en Polea Alta,https://fitcron.com/exercise/extension-concentrada-en-polea-alta-triceps/,https://fitcron.com/wp-content/uploads/2021/04/01521301-Cable-Concentration-Extension-on-knee_Upper-Arms_720.gif,Fuerza,Tríceps,"Tríceps, Antebrazo",Polea,1,3,"[""Coge la barra de la polea con una mano en supinación (palma hacia arriba)."",""Pon una rodilla en el suelo y la otra hacia delante flexionada 90º."",""Apoya la parte trasera del codo en el interior del muslo y estira el brazo hacia abajo."",""Flexiona el codo de nuevo de forma controlada.""]"
Extensión Concentrada en Polea Baja,https://fitcron.com/exercise/extension-concentrada-en-polea-baja-triceps/,https://fitcron.com/wp-content/uploads/2021/04/01491301-Cable-Alternate-Triceps-Extension_Upper-Arms_720.gif,Fuerza,Tríceps,"Tríceps, Antebrazo",Polea,2,3,"[""De pie y de espaldas a la polea, coge la barra de la polea con una mano en supinación (palma hacia arriba)."",""Estira el brazo hacia arriba y con la otra mano agarra la parte trasera del codo para inmovilizar la parte superior del brazo."",""Flexiona el codo hacia atrás y vuelve a estirar de forma controlada.""]"
Extensión de Cuádriceps Aislada con Banda,https://fitcron.com/exercise/extension-de-cuadriceps-aislada-con-banda-pierna/,https://fitcron.com/wp-content/uploads/2021/04/35181301-Band-Seated-Leg-Extension-male_Thighs_720.gif,Fuerza,Pierna,"Glúteo, Aductor, Cuádriceps, Gemelo","Banco Plano, Bandas",2,3,"[""Sentado en un banco plano, agarra la banda en alguna parte baja y en tu tobillo."",""Extiende la pierna hacia delante estirando la rodilla completamente."",""Desciende sin relajar.""]"
Extensión de Cuádriceps con Barra,https://fitcron.com/exercise/extension-de-cuadriceps-con-barra-pierna/,https://fitcron.com/wp-content/uploads/2021/04/01021301-Barbell-Squat-on-knees_Thighs_720.gif,Fuerza,Pierna,"Glúteo, Aductor, Cuádriceps, Gemelo",Barra Larga,2,3,"[""De rodillas en el suelo, coge una barra sobre el trapecio, ayudando a mantenerla con las manos a los lados de los hombros."",""Echa los glúteos hacia atrás casi apoyando sobre los talones."",""A continuación ve hacia delante dejando las rodillas flexionadas a 90º y contrayendo los cuádriceps."",""Aguante y retrocede lentamente sin descansar abajo.""]"
Extensión de Cuádriceps en Máquina,https://fitcron.com/exercise/extension-de-cuadriceps-en-maquina-pierna/,https://fitcron.com/wp-content/uploads/2021/04/05851301-Lever-Leg-Extension_Thighs_720.gif,Fuerza,Pierna,"Glúteo, Aductor, Cuádriceps, Gemelo",Máquina,1,3,"[""Sentado en la máquina con los tobillos tras el rodillo, extiende las piernas hacia delante estirando las rodillas completamente."",""Desciende sin descansar abajo.""]"
Extensión de Gemelo Aislado con Banda,https://fitcron.com/exercise/extension-de-gemelo-aislado-con-banda-pierna/,https://fitcron.com/wp-content/uploads/2021/04/09991301-Band-single-leg-calf-raise_Calves_720.gif,Fuerza,Pierna,"Glúteo, Aductor, Cuádriceps, Gemelo",Bandas,2,3,"[""Pon la parte delantera de un pie sobre una plataforma como puede ser un step o un disco."",""Pilla la banda con la plataforma y cogela con la mano del lado del pie apoyado."",""La otra pierna ponla hacia atrás sin apoyar."",""Ponte de puntillas estirando bien el gemelo y desciende, repetidamente hasta terminar la serie.""]"
Extensión de Gemelo Aislado Delantero con Banda,https://fitcron.com/exercise/extension-de-gemelo-aislado-delantero-con-banda-pierna/,https://fitcron.com/wp-content/uploads/2021/04/10001301-Band-single-leg-reverse-calf-raise_Calves_720.gif,Fuerza,Pierna,"Glúteo, Aductor, Cuádriceps, Gemelo",Bandas,2,3,"[""Pon la parte trasera de un pie sobre una plataforma como puede ser un step o un disco."",""Pilla la banda con la plataforma y coge la con la mano del lado del pie apoyado."",""La otra pierna ponla hacia atrás sin apoyar."",""Sube y baja el tobillo todo lo que puedas, repetidamente hasta terminar la serie.""]"
Extensión de Gemelo Aislado en Polea,https://fitcron.com/exercise/extension-de-gemelo-aislado-en-polea-pierna/,https://fitcron.com/wp-content/uploads/2021/04/13761301-Cable-Standing-One-Leg-Calf-Raise_Calves_720.gif,Fuerza,Pierna,"Glúteo, Aductor, Cuádriceps, Gemelo",Polea,2,3,"[""Agárrate la polea baja a la cintura, con una correa o cinturón."",""Súbete en una plataforma, step o un disco alto apoyando solo la parte delantera del pie."",""Desciende todo lo que puedas y sube estirando bien para la pie y el gemelo."",""Aguanta arriba y desciende de nuevo.""]"
